surface,operation,name,handler,file,line,schema
MCP_STATIC,TOOL,bhm_session_record_list,bhm_session_record_list,src/blackholememory/bhm_mcp.py,1063,n/a
MCP_STATIC,TOOL,bhm_task_open,bhm_task_open,src/blackholememory/bhm_mcp.py,1071,n/a
MCP_STATIC,TOOL,bhm_task_close,bhm_task_close,src/blackholememory/bhm_mcp.py,1107,n/a
MCP_STATIC,TOOL,bhm_task_get,bhm_task_get,src/blackholememory/bhm_mcp.py,1141,n/a
MCP_STATIC,TOOL,bhm_task_list,bhm_task_list,src/blackholememory/bhm_mcp.py,1149,n/a
MCP_STATIC,TOOL,bhm_task_context_update,bhm_task_context_update,src/blackholememory/bhm_mcp.py,1164,n/a
MCP_STATIC,TOOL,bhm_task_context_get,bhm_task_context_get,src/blackholememory/bhm_mcp.py,1192,n/a
MCP_STATIC,TOOL,bhm_risk_register_update,bhm_risk_register_update,src/blackholememory/bhm_mcp.py,1197,n/a
MCP_STATIC,TOOL,bhm_risk_register_get,bhm_risk_register_get,src/blackholememory/bhm_mcp.py,1221,n/a
MCP_STATIC,TOOL,bhm_validation_snapshot_save,bhm_validation_snapshot_save,src/blackholememory/bhm_mcp.py,1226,n/a
MCP_STATIC,TOOL,bhm_validation_snapshot_get,bhm_validation_snapshot_get,src/blackholememory/bhm_mcp.py,1254,n/a
MCP_STATIC,TOOL,bhm_source_refs_attach,bhm_source_refs_attach,src/blackholememory/bhm_mcp.py,1259,n/a
MCP_STATIC,TOOL,bhm_source_refs_get,bhm_source_refs_get,src/blackholememory/bhm_mcp.py,1264,n/a
MCP_STATIC,TOOL,bhm_memory_timeline,bhm_memory_timeline,src/blackholememory/bhm_mcp.py,1272,n/a
MCP_STATIC,TOOL,bhm_query_suggestions,bhm_query_suggestions,src/blackholememory/bhm_mcp.py,1292,n/a
MCP_STATIC,TOOL,bhm_delete_memory_hard,bhm_delete_memory_hard,src/blackholememory/bhm_mcp.py,1300,n/a
MCP_STATIC,TOOL,bhm_source_refs_detach,bhm_source_refs_detach,src/blackholememory/bhm_mcp.py,1305,n/a
MCP_STATIC,TOOL,bhm_source_refs_replace,bhm_source_refs_replace,src/blackholememory/bhm_mcp.py,1310,n/a
MCP_STATIC,TOOL,bhm_memory_restore_from_archive,bhm_memory_restore_from_archive,src/blackholememory/bhm_mcp.py,1315,n/a
MCP_STATIC,TOOL,bhm_batch_upsert,bhm_batch_upsert,src/blackholememory/bhm_mcp.py,1320,n/a
MCP_STATIC,TOOL,bhm_batch_link,bhm_batch_link,src/blackholememory/bhm_mcp.py,1328,n/a
MCP_STATIC,TOOL,bhm_batch_upsert_memories,bhm_batch_upsert_memories,src/blackholememory/bhm_mcp.py,1336,n/a
MCP_STATIC,TOOL,bhm_batch_attach_source_refs,bhm_batch_attach_source_refs,src/blackholememory/bhm_mcp.py,1341,n/a
MCP_STATIC,TOOL,bhm_batch_archive_memories,bhm_batch_archive_memories,src/blackholememory/bhm_mcp.py,1346,n/a
